neg,neu,pos,compound,Headline,Date of Post
0.0,1.0,0.0,0.0,D.C. police cite ‘lax security’ in closing lounge after shooting,"September 25, 2023"
0.0,1.0,0.0,0.0,Authorities investigate molotov cocktails targeting Cuban embassy,"September 25, 2023"
0.481,0.519,0.0,-0.7579,"Man charged with murder in Forestville-area shooting, police say","September 25, 2023"
0.333,0.667,0.0,-0.6705,"Former college basketball standout killed, three wounded in D.C. shooting","September 24, 2023"
0.236,0.676,0.088,-0.4939,Va. woman gets 78-year sentence in fatal shooting of her two daughters,"September 24, 2023"
0.412,0.588,0.0,-0.6369,Man found fatally shot in Southeast D.C.,"September 23, 2023"
0.375,0.625,0.0,-0.765,Mom of victim killed in Beltway hit-and-run pleads for driver to come forward,"September 23, 2023"
0.29,0.71,0.0,-0.6705,"Va. woman convicted for second time in killings of her mother, sister","September 22, 2023"
0.426,0.574,0.0,-0.6369,Three men plead guilty in Virginia gun trafficking case,"September 22, 2023"
0.286,0.714,0.0,-0.4588,"Man charged with arson accused of torching stores, side of police station","September 22, 2023"
0.371,0.629,0.0,-0.7096,Police arrest D.C. man in fatal shooting in the city last month,"September 21, 2023"
0.455,0.545,0.0,-0.8176,"Two shot, one fatally, as D.C. homicide toll continues to worsen","September 21, 2023"
0.237,0.763,0.0,-0.4767,"Woman arrested in April shooting in Prince George’s County, police say","September 21, 2023"
0.0,1.0,0.0,0.0,Judge declines to revoke bond for mother of boy who shot Va. teacher,"September 21, 2023"
0.245,0.755,0.0,-0.5994,Family of Irvo Otieno settles suit over his death at Va. mental hospital,"September 20, 2023"
0.179,0.821,0.0,-0.34,"Teen found with loaded gun at Fairmont Heights High School, police say","September 20, 2023"
0.375,0.625,0.0,-0.6369,"Two fatally shot in Prince George’s, police say","September 20, 2023"
0.0,1.0,0.0,0.0,"‘Ari, don’t die’: Shooting of 10-year-old D.C. girl described in court","September 19, 2023"
0.259,0.741,0.0,-0.5423,"52-year-old man dies from fatal injuries after car theft, police say","September 19, 2023"
0.301,0.699,0.0,-0.6486,A pastor vanished. His family’s search helped lead to his alleged killer.,"September 19, 2023"
0.0,1.0,0.0,0.0,Kayaker dies in the Potomac River,"September 18, 2023"
0.375,0.625,0.0,-0.6369,"43-year-old man fatally shot in Woodbridge, police say","September 18, 2023"
0.344,0.656,0.0,-0.6369,"Man fatally shot Sunday in Northeast Washington, police say","September 18, 2023"
0.259,0.741,0.0,-0.5423,Teen goes on trial in fatal 2022 shooting at ‘Moechella’ event,"September 17, 2023"
0.0,0.821,0.179,0.34,Police balked at giving Michael Fanone his badge back. Then a reporter called.,"September 16, 2023"
0.605,0.395,0.0,-0.8658,Man sentenced in truck bomb threat that forced Capitol Hill evacuations,"September 15, 2023"
0.433,0.488,0.079,-0.7783,Sixteen-year sentence for Navy sailor who fatally stabbed man in D.C.,"September 15, 2023"
0.306,0.694,0.0,-0.6597,Man gets 35-year term for 2010 killing of still-missing D.C. woman,"September 15, 2023"
0.455,0.545,0.0,-0.8176,17-year-old arrested in killing of Duval High student Jayda Medrano Moore,"September 15, 2023"
0.174,0.826,0.0,-0.2732,"Temple Hills shooting victim dies of injuries, Prince George’s police say","September 15, 2023"
0.424,0.576,0.0,-0.7096,D.C. police arrest man in connection with two fatal shootings,"September 14, 2023"
0.484,0.516,0.0,-0.8176,Ex-Pentagon police officer David Dixon pleads guilty to murder counts,"September 14, 2023"
0.375,0.625,0.0,-0.6369,"28-year-old fatally shot in Bladensburg area, police say","September 14, 2023"
0.402,0.598,0.0,-0.8126,Md. judiciary chairman: Youth violence is ‘a failing ... of all of us’,"September 14, 2023"
0.388,0.612,0.0,-0.6908,"Man charged in Md. missing-teacher case has violent history, prosecutors say","September 13, 2023"
0.0,1.0,0.0,0.0,Police say naked intruder found in Virginia home dies at hospital,"September 13, 2023"
0.444,0.556,0.0,-0.7506,DuVal High to install weapons detectors days after fatal shooting,"September 12, 2023"
0.29,0.71,0.0,-0.6705,"A month after turning 17, he was killed on his way to work","September 12, 2023"
0.448,0.552,0.0,-0.7579,"Two teens charged with murder in Pr. George’s, police say","September 12, 2023"
0.419,0.581,0.0,-0.7579,Maryland woman who left wounded boyfriend at hospital charged with murder,"September 12, 2023"
0.21,0.599,0.192,-0.0772,"Data in hand, Md. juvenile services chief says youth crime is down","September 12, 2023"
0.27,0.73,0.0,-0.5719,"Teenager is slain by masked attackers in Northeast D.C., police say","September 12, 2023"
0.296,0.704,0.0,-0.6369,Girl is fatally shot near DuVal High School in Pr. George’s,"September 11, 2023"
0.56,0.44,0.0,-0.8807,"Decades later, police have suspect in Va. woman’s brutal stabbing death","September 11, 2023"
0.36,0.64,0.0,-0.6705,"22-year-old killed in Clinton shooting, Prince George’s police say","September 11, 2023"
0.403,0.597,0.0,-0.6597,A shaken Washington copes with surging violence: ‘This is not normal’,"September 11, 2023"
0.36,0.64,0.0,-0.6705,"Woman, 21, killed in Northeast D.C. shooting, police say","September 10, 2023"
0.231,0.769,0.0,-0.4588,Maryland prosecutor and judge he hired may be forced to testify,"September 9, 2023"
0.0,1.0,0.0,0.0,"D.C. postal worker stole $1.7M in checks, prosecutors allege","September 9, 2023"
0.0,1.0,0.0,0.0,"Man dies two days after shooting, D.C. police say","September 9, 2023"
0.0,1.0,0.0,0.0,"Man slain in Prince George’s, police say","September 8, 2023"
0.0,1.0,0.0,0.0,"40% of D.C. 911 center shifts understaffed last month, data shows","September 8, 2023"
0.476,0.524,0.0,-0.8779,D.C. police charge one man with murder and another with killing a witness,"September 8, 2023"
0.279,0.721,0.0,-0.4767,Five teens arrested following post-football game brawl in Bethesda,"September 8, 2023"
0.35,0.65,0.0,-0.5106,Charges upgraded against suspect in shooting of U-Va. football players,"September 8, 2023"
0.281,0.719,0.0,-0.5106,"Bomb threat over at Arlington Cemetery, but it will stay closed to visitors","September 8, 2023"
0.13,0.87,0.0,-0.2023,Man charged with stabbing Rand Paul staffer to be moved to mental facility,"September 8, 2023"
0.412,0.588,0.0,-0.6369,"Man fatally shot in Brentwood, police say","September 8, 2023"
0.512,0.488,0.0,-0.8126,Stabbing suspect fatally struck by vehicle on Route 50 in Virginia,"September 8, 2023"
0.389,0.47,0.141,-0.6955,"Police didn’t fully secure murder suspect who fled D.C. hospital, chief says","September 7, 2023"
0.452,0.548,0.0,-0.765,"Victim says robbery attempt preceded shooting that killed 1, wounded 4","September 7, 2023"
0.0,1.0,0.0,0.0,"Driver hits several police cars in chase from Va. to D.C., authorities say","September 7, 2023"
0.503,0.497,0.0,-0.7964,Police arrest suspect in fatal shooting at Adams Morgan soccer field,"September 7, 2023"
0.408,0.592,0.0,-0.7845,D.C. police search for murder suspect who escaped custody at GWU Hospital,"September 6, 2023"
0.496,0.504,0.0,-0.7096,D.C. police arrest 3 men in fatal Waterfront-area shooting,"September 6, 2023"
0.0,1.0,0.0,0.0,Prosecutors ask to revoke bond for mom of 6-year-old who shot teacher,"September 6, 2023"
0.391,0.609,0.0,-0.6705,"19-year-old killed in Temple Hills shooting, police say","September 6, 2023"
0.467,0.533,0.0,-0.7906,"One dead, two injured in ‘domestic-related’ shooting in Montgomery County","September 6, 2023"
0.344,0.656,0.0,-0.6369,"Five shot, one fatally, near waterfront in Southwest Washington","September 5, 2023"
0.0,1.0,0.0,0.0,Tow truck hauls away SUV near Va. mall with toddlers still inside,"September 5, 2023"
0.0,1.0,0.0,0.0,97 D.C. neighborhood leaders urge change in city response to 911 calls,"September 5, 2023"
0.341,0.659,0.0,-0.4767,Prince George’s officer suspended after viral video,"September 5, 2023"
0.355,0.645,0.0,-0.6597,Killing in Southeast is city’s seventh homicide since Friday,"September 4, 2023"
0.448,0.552,0.0,-0.7579,"Man stabbed in D.C. in August has died, police say","September 4, 2023"
0.211,0.789,0.0,-0.34,Officials urge caution after e-bike battery sparks D.C. house fire,"September 4, 2023"
0.412,0.588,0.0,-0.6369,Md. man found fatally wounded in Northeast,"September 4, 2023"
0.383,0.617,0.0,-0.4767,D.C. man arrested in Metro stabbing,"September 4, 2023"
0.0,1.0,0.0,0.0,Police: Man dies after being shot multiple times by roommate in Va.,"September 3, 2023"
0.302,0.698,0.0,-0.5994,Man shot to death near Dulles Town Center in Sterling,"September 3, 2023"
0.383,0.617,0.0,-0.4767,Teen arrested in Mount Vernon-area slaying,"September 3, 2023"
0.441,0.559,0.0,-0.7964,"A murder case derailed his redemption story. Years later, it was dropped.","September 3, 2023"
0.36,0.64,0.0,-0.6705,"At least 11 shot, five killed in D.C. shootings","September 2, 2023"
0.378,0.479,0.144,-0.6597,"Girl, 16, killed in fight over McDonald’s sauce on U Street had dreams","September 2, 2023"
0.0,1.0,0.0,0.0,Slain Maryland teacher was ‘a student favorite’,"September 2, 2023"
0.521,0.479,0.0,-0.8271,Missing Greenbelt teacher found slain; Maryland man charged with her murder,"September 2, 2023"
0.344,0.656,0.0,-0.6369,"Man is fatally shot in the District, police say","September 2, 2023"
0.0,1.0,0.0,0.0,Man is slain in Fairfax County,"September 2, 2023"
0.548,0.452,0.0,-0.8979,Father charged with murder in killing of wife and son after barricade,"September 1, 2023"
0.225,0.775,0.0,-0.4404,"Man stabbed and wounded on Green Line Metro train, authorities say","September 1, 2023"
0.579,0.421,0.0,-0.9081,"D.C. man charged with murder, though police say he didn’t fire fatal shot","September 1, 2023"
0.0,1.0,0.0,0.0,"Signaling new posture, prosecutors charge teen as adult in D.C. robberies","September 1, 2023"
0.0,1.0,0.0,0.0,Prince George’s police investigate Hyattsville homicide,"September 1, 2023"
0.487,0.513,0.0,-0.765,Md. sheriff charged in machine gun conspiracy case returns to work,"September 1, 2023"
0.497,0.503,0.0,-0.836,"A man’s gun case was dismissed. Days later, he was charged with murder.","September 1, 2023"
0.333,0.667,0.0,-0.6705,Two people killed and a third wounded in Md. barricade situation,"August 31, 2023"
0.241,0.588,0.171,-0.3182,Owners of pets killed in flood at doggy day care grill D.C. mayor,"August 31, 2023"
0.437,0.563,0.0,-0.7351,"Driver’s ‘aggressive maneuver’ causes fatal crash in Va., police say","August 31, 2023"
0.37,0.471,0.159,-0.5542,"Two more teens arrested in Baltimore block party shooting, police say","August 31, 2023"
0.375,0.625,0.0,-0.6369,"Man fatally shot in Southeast Washington, police say","August 31, 2023"
0.256,0.744,0.0,-0.4767,Teen girl from D.C. arrested in Capitol Hill carjacking attempt,"August 30, 2023"
0.344,0.656,0.0,-0.6369,"Ex-cardinal McCarrick’s sex abuse case is dismissed, without a ‘reckoning’","August 30, 2023"
0.0,1.0,0.0,0.0,"Baltimore police showed ‘indifference’ ahead of shooting, report says","August 30, 2023"
0.167,0.833,0.0,-0.2023,D.C.-based crew charged with robbing jewelry stores along East Coast,"August 30, 2023"
0.32,0.68,0.0,-0.5719,Student found with part of a ghost gun at Montgomery Blair High School,"August 30, 2023"
0.0,1.0,0.0,0.0,"Witness intervenes in Capitol Hill carjacking attempt, police say","August 30, 2023"
0.264,0.736,0.0,-0.5106,"Bomb threat is over at National Zoo, but park will stay closed for day","August 29, 2023"
0.375,0.625,0.0,-0.6597,"Charged with trespassing at airport, she died in custody 2 weeks later","August 28, 2023"
0.474,0.526,0.0,-0.802,"Teen killed outside McDonald’s in sweet-and-sour sauce dispute, police say","August 28, 2023"
0.0,1.0,0.0,0.0,Police investigate slaying in Oxon Hill area,"August 28, 2023"
0.585,0.415,0.0,-0.9136,"Man charged with murder after fatal crash with train in Va., police say","August 28, 2023"
0.307,0.693,0.0,-0.4767,"Man arrested in Laurel area shooting, police say","August 28, 2023"
0.318,0.682,0.0,-0.6369,"Woman fatally shot in Prince George’s, man wounded, police say","August 28, 2023"
0.0,1.0,0.0,0.0,"Woman, 73, dies after Arlington jail incident","August 27, 2023"
0.211,0.789,0.0,-0.34,D.C. police arrest teen in string of carjackings and robberies,"August 27, 2023"
0.0,1.0,0.0,0.0,"3 teens slain this weekend in D.C. in separate incidents, police say","August 27, 2023"
0.318,0.682,0.0,-0.6369,"Man is fatally shot in Southeast Washington, D.C. police say","August 26, 2023"
0.588,0.412,0.0,-0.9081,Dentist James Ryan found guilty of murder in anesthesia overdose death,"August 25, 2023"
0.455,0.545,0.0,-0.8176,Three-year prison term for ex-D.C. lieutenant who fatally shot library officer,"August 25, 2023"
0.353,0.647,0.0,-0.7184,D.C. has long struggled with 911 calls. Then 10 dogs died in a flood.,"August 25, 2023"
0.341,0.659,0.0,-0.6908,DNA found with woman’s body off Md. trail matches suspect in LA crime,"August 25, 2023"
0.0,1.0,0.0,0.0,Authorities identify D.C. police officer who shot man in Northwest,"August 25, 2023"
0.344,0.656,0.0,-0.6369,"Man fatally shot in Northwest Washington, D.C. police say","August 25, 2023"
0.196,0.804,0.0,-0.296,"Robbery suspect had three parrots sitting on him, police say","August 24, 2023"
0.0,1.0,0.0,0.0,D.C. police investigate possible murder-suicide in Southwest Washington,"August 24, 2023"
0.0,1.0,0.0,0.0,Police charge Va. man they say shot at car on I-66 in ‘road rage’ incident,"August 23, 2023"
0.13,0.87,0.0,-0.2023,"D.C. youths, 50 miles from home on Bikeshare bikes, charged in burglary attempt","August 23, 2023"
0.0,1.0,0.0,0.0,"Person shot at moving car on I-66 in Virginia, police say","August 22, 2023"
0.511,0.489,0.0,-0.8555,Va. man pleads guilty to killing his landlord and hiding her remains,"August 22, 2023"
0.35,0.65,0.0,-0.6486,Man and woman found dead in Fairfax County home,"August 22, 2023"
0.412,0.588,0.0,-0.6369,Maryland man fatally shot in Southeast Washington,"August 22, 2023"
0.307,0.693,0.0,-0.4767,"12-year-old arrested in D.C. carjacking attempt, police say","August 22, 2023"
0.179,0.821,0.0,-0.34,Md. police shoot man who they said lunged at them with knife,"August 21, 2023"
0.644,0.356,0.0,-0.9382,Man jailed on murder charge in D.C. accused of killing behind bars,"August 21, 2023"
0.205,0.795,0.0,-0.4767,Teens arrested after golf cart is taken at gunpoint at Va. country club,"August 21, 2023"
0.42,0.58,0.0,-0.7003,"Off-duty Fairfax officer arrested for DUI after crash, police say","August 21, 2023"
0.41,0.4,0.19,-0.6597,From beauty queen to fatal overdose in Maryland dentist’s murder trial,"August 20, 2023"
0.527,0.473,0.0,-0.8316,3 men die Saturday following violent incidents over past week,"August 20, 2023"
0.0,1.0,0.0,0.0,"Smoke causes evacuation of Dulles terminal, official says","August 19, 2023"
0.239,0.566,0.195,0.0772,FBI looks for Proud Boy after the Jan. 6 convict missed his sentencing,"August 19, 2023"
0.138,0.862,0.0,-0.1531,"Homicides are falling in many big cities. In D.C., they’re rising.","August 19, 2023"
0.0,1.0,0.0,0.0,"D.C. police officer shoots, critically wounds armed man in Northwest","August 17, 2023"
0.0,1.0,0.0,0.0,D.C. offers scant details about 911 calls reporting District Dogs flood,"August 17, 2023"
0.248,0.606,0.145,-0.4019,Howard U. aims to reassure students after violence on and near campus,"August 17, 2023"
0.0,0.826,0.174,0.2732,D.C. officials say they will enforce youth curfew in certain areas,"August 17, 2023"
0.091,0.909,0.0,-0.0258,Woman sentenced to 22 years for trying to mail ricin to Trump,"August 17, 2023"
0.5,0.5,0.0,-0.7906,Arlington police arrest suspect they say assaulted women in their homes,"August 17, 2023"
0.375,0.625,0.0,-0.6369,Man fatally shot near Columbia Heights Metro station,"August 17, 2023"
0.538,0.462,0.0,-0.8883,Man released after sex abuse allegations arrested days later in more attacks,"August 16, 2023"
0.0,0.909,0.091,0.0772,"16-year sentence for man who got on live video sex calls with 1,000 girls","August 16, 2023"
0.355,0.645,0.0,-0.6597,Man extradited in 2022 killing of landscaper in D.C.,"August 16, 2023"
0.398,0.602,0.0,-0.765,"Two men arrested in fatal shooting of teen in Woodbridge, police say","August 16, 2023"
0.392,0.608,0.0,-0.7003,Mother of 6-year-old who shot teacher pleads guilty to child neglect,"August 15, 2023"
0.644,0.356,0.0,-0.9382,Man jailed on murder charge in D.C. accused of killing behind bars,"August 21, 2023"
0.205,0.795,0.0,-0.4767,Teens arrested after golf cart is taken at gunpoint at Va. country club,"August 21, 2023"
0.42,0.58,0.0,-0.7003,"Off-duty Fairfax officer arrested for DUI after crash, police say","August 21, 2023"
0.41,0.4,0.19,-0.6597,From beauty queen to fatal overdose in Maryland dentist’s murder trial,"August 20, 2023"
0.527,0.473,0.0,-0.8316,3 men die Saturday following violent incidents over past week,"August 20, 2023"
0.0,1.0,0.0,0.0,"Smoke causes evacuation of Dulles terminal, official says","August 19, 2023"
0.239,0.566,0.195,0.0772,FBI looks for Proud Boy after the Jan. 6 convict missed his sentencing,"August 19, 2023"
0.138,0.862,0.0,-0.1531,"Homicides are falling in many big cities. In D.C., they’re rising.","August 19, 2023"
0.0,1.0,0.0,0.0,"D.C. police officer shoots, critically wounds armed man in Northwest","August 17, 2023"
0.0,1.0,0.0,0.0,D.C. offers scant details about 911 calls reporting District Dogs flood,"August 17, 2023"
0.248,0.606,0.145,-0.4019,Howard U. aims to reassure students after violence on and near campus,"August 17, 2023"
0.0,0.826,0.174,0.2732,D.C. officials say they will enforce youth curfew in certain areas,"August 17, 2023"
0.091,0.909,0.0,-0.0258,Woman sentenced to 22 years for trying to mail ricin to Trump,"August 17, 2023"
0.5,0.5,0.0,-0.7906,Arlington police arrest suspect they say assaulted women in their homes,"August 17, 2023"
0.375,0.625,0.0,-0.6369,Man fatally shot near Columbia Heights Metro station,"August 17, 2023"
0.538,0.462,0.0,-0.8883,Man released after sex abuse allegations arrested days later in more attacks,"August 16, 2023"
0.0,0.909,0.091,0.0772,"16-year sentence for man who got on live video sex calls with 1,000 girls","August 16, 2023"
0.355,0.645,0.0,-0.6597,Man extradited in 2022 killing of landscaper in D.C.,"August 16, 2023"
0.398,0.602,0.0,-0.765,"Two men arrested in fatal shooting of teen in Woodbridge, police say","August 16, 2023"
0.392,0.608,0.0,-0.7003,Mother of 6-year-old who shot teacher pleads guilty to child neglect,"August 15, 2023"
0.333,0.667,0.0,-0.6705,"71-year-old man killed in shooting in Northeast D.C., police say","August 15, 2023"
0.462,0.538,0.0,-0.8225,Man accused of stealing ambulance from crash scene was wanted in other cases,"August 14, 2023"
0.36,0.64,0.0,-0.6705,Police identify teen killed in shooting in Clinton area,"August 14, 2023"
0.408,0.592,0.0,-0.7845,"Md. couple and girl killed in fire in Outer Banks, official says","August 14, 2023"
0.457,0.543,0.0,-0.6369,Man fatally shot in Northeast Washington,"August 14, 2023"
0.348,0.652,0.0,-0.4939,Stolen ambulance pursued into D.C. from Virginia,"August 13, 2023"
0.375,0.625,0.0,-0.6369,Juvenile is fatally shot in Prince William County,"August 13, 2023"
0.419,0.581,0.0,-0.7579,Dentist charged with murder in anesthesia addiction case heads to trial,"August 13, 2023"
0.333,0.667,0.0,-0.6705,"One killed, two wounded in shooting in Prince George’s County","August 13, 2023"
0.333,0.667,0.0,-0.5423,"Prince George’s County, Md., police investigate fatal shooting","August 12, 2023"
0.528,0.472,0.0,-0.6808,Police identify victim in fatal Woodbridge stabbing,"August 11, 2023"
0.42,0.58,0.0,-0.7003,New D.C. police chief confronts command staff after violent weekend,"August 11, 2023"
0.0,1.0,0.0,0.0,D.C. jail sued over process to receive kosher meals,"August 10, 2023"
0.184,0.816,0.0,-0.2023,She confronted a 6-year-old seconds after he shot his teacher,"August 9, 2023"
0.0,1.0,0.0,0.0,Authorities decline to say why marshals task force shot man in Alexandria,"August 9, 2023"
0.286,0.714,0.0,-0.5574,"Man shot in Northwest Washington has died, D.C. police say","August 9, 2023"
0.194,0.806,0.0,-0.34,One critically wounded after Marshals task force opens fire in Alexandria,"August 8, 2023"
0.398,0.602,0.0,-0.765,"Body of suspect in construction worker killing is found, D.C. police say","August 8, 2023"
0.099,0.901,0.0,-0.0258,Man who posed as federal law enforcement sentenced to nearly 6 years,"August 8, 2023"
0.394,0.606,0.0,-0.5994,Police investigating inmate death in northwestern Maryland,"August 8, 2023"
0.613,0.387,0.0,-0.9017,Three more pronounced dead from weekend gun violence in D.C.,"August 7, 2023"
0.391,0.414,0.195,-0.5106,"Woman arrested in fatal stabbing in Seat Pleasant, police say","August 7, 2023"
0.484,0.516,0.0,-0.8176,"Husband arrested in wife’s killing in Pr. George’s, police say","August 7, 2023"
0.0,1.0,0.0,0.0,"Girl wounded by stray bullet in Montgomery County, police say","August 7, 2023"
0.214,0.786,0.0,-0.4588,Storm delays Beyoncé Renaissance concert at FedEx field; fans forced to shelter,"August 7, 2023"
0.323,0.677,0.0,-0.6486,A Va. research farm prepares to receive a key addition — a dead body,"August 7, 2023"
0.281,0.719,0.0,-0.6486,Surge of homicides in D.C. leaves 13 dead in August’s first 5 days,"August 6, 2023"
0.299,0.701,0.0,-0.6908,Naked Florida man found next to body in Maryland. Was it murder?,"August 6, 2023"
0.0,1.0,0.0,0.0,"Six slain in shootings in the District on Saturday, police say","August 5, 2023"
0.0,1.0,0.0,0.0,"Retired Prince George’s officer shoots man, police say","August 5, 2023"
0.375,0.625,0.0,-0.6369,Man is fatally shot Friday evening in Washington,"August 5, 2023"
0.426,0.574,0.0,-0.6369,"Residents, business owners confront D.C. officials over Chinatown crime","August 5, 2023"
0.318,0.682,0.0,-0.6369,"Man fatally shot near U Street Metro station, D.C. police say","August 4, 2023"
0.0,1.0,0.0,0.0,A grandma was reading the Bible in her home. Then bullets flew inside.,"August 4, 2023"
0.0,1.0,0.0,0.0,Advocates question whether Fairfax police foot chase policy goes far enough,"August 4, 2023"
0.419,0.581,0.0,-0.7579,S.C. man charged with murder of family member in Prince George’s,"August 4, 2023"
0.0,1.0,0.0,0.0,D.C. records five homicides in the first three days of August,"August 3, 2023"
0.302,0.698,0.0,-0.5994,Police investigating death of female inmate at Fairfax County jail,"August 3, 2023"
0.327,0.673,0.0,-0.5267,"D.C. prepares for Trump’s return, as a criminal defendant","August 3, 2023"
0.0,1.0,0.0,0.0,Police agencies investigating separate deaths in Prince George’s,"August 2, 2023"
0.38,0.62,0.0,-0.5994,Former College Park mayor pleads guilty to child porn charges,"August 2, 2023"
0.0,0.631,0.369,0.4767,Senate buildings cleared after apparent ‘bogus’ active shooter report,"August 2, 2023"
0.618,0.382,0.0,-0.8658,"1 dead, 9 injured in crash involving wrong-way driver on interstate","August 2, 2023"
0.256,0.744,0.0,-0.4767,Man arrested after exchanging gunfire with officer in Northeast D.C.,"August 2, 2023"
0.494,0.506,0.0,-0.8316,"Teen charged in fatal shooting took part in crime rampage, detective says","August 1, 2023"
0.188,0.693,0.119,-0.1779,Henrietta Lacks’s family reaches settlement in extracted cell lawsuit,"August 1, 2023"
0.344,0.656,0.0,-0.6369,"Man fatally shot in Northwest Washington, D.C. police say","August 1, 2023"
0.333,0.667,0.0,-0.6705,"1 killed, 1 wounded in double shooting in Prince George’s, police say","August 1, 2023"
0.0,1.0,0.0,0.0,"Dying D.C. man named his shooter as ‘Papi,’ the man sleeping with his wife","August 1, 2023"
0.296,0.704,0.0,-0.6369,"Man fatally shot in Northeast D.C. on Monday, D.C. police say","August 1, 2023"
0.0,0.772,0.228,0.5927,She can stir a crowd. But can D.C.’s new police chief keep the city safe?,"August 1, 2023"
0.538,0.462,0.0,-0.7906,Teenager arrested in campus death of construction worker,"August 1, 2023"
0.333,0.667,0.0,-0.6705,Police identify man killed in double shooting in Prince George’s,"July 31, 2023"
0.0,0.796,0.204,0.3182,"Huge cleanup, thousands without power after storms pummel D.C. region","July 30, 2023"
0.42,0.58,0.0,-0.7003,Police identify victims in fatal double shooting in D.C.’s Southeast,"July 29, 2023"
0.391,0.609,0.0,-0.6705,"Man, 33, killed in Northeast D.C., police say","July 28, 2023"
0.259,0.741,0.0,-0.5423,"Property crime is going viral in D.C., putting shoppers on edge","July 28, 2023"
0.0,0.679,0.321,0.5773,FBI agents not charged in death of former Hogan aide Roy McGrath,"July 28, 2023"
0.255,0.511,0.234,-0.0772,"Laughter prompted fatal Capitol Heights shooting, charging documents say","July 28, 2023"
0.518,0.482,0.0,-0.8225,Arrest announced in fatal hit and run crash near White House,"July 27, 2023"
0.333,0.667,0.0,-0.6705,Man killed Wednesday while watching soccer game in Adams Morgan,"July 27, 2023"
0.526,0.474,0.0,-0.8779,A sister lost one brother to gun violence in 2017. Now she has lost another.,"July 27, 2023"
0.286,0.714,0.0,-0.6597,Fugitive yoga teacher brought to U.S. in 2010 killing of AU professor,"July 26, 2023"
0.0,1.0,0.0,0.0,Her mom was making meatloaf. Then a bullet flew into their house.,"July 26, 2023"
0.3,0.7,0.0,-0.4588,"Girl, 12, severely wounded in Southeast Washington shooting","July 25, 2023"
0.268,0.732,0.0,-0.296,Baltimore sailor reported missing off Mexican coast,"July 25, 2023"
0.0,1.0,0.0,0.0,Pr. George’s police investigate homicide in Silver Spring area,"July 25, 2023"
0.583,0.417,0.0,-0.8555,Four killed in another violent weekend in D.C.,"July 24, 2023"
0.239,0.761,0.0,-0.296,"Man slain over missing $10, charging documents say","July 24, 2023"
0.518,0.482,0.0,-0.6486,One dead in Alexandria shooting,"July 24, 2023"
0.292,0.708,0.0,-0.5106,Thieves swipe keys from valet stand in downtown D.C.,"July 24, 2023"
0.452,0.548,0.0,-0.765,Identities released after Montgomery County police fatally shoot 19-year old,"July 24, 2023"
0.556,0.444,0.0,-0.875,Man charged with hate crimes in Annapolis shooting that killed three,"July 24, 2023"
0.0,0.645,0.355,0.5106,Hyundai offers free anti-theft upgrades in D.C.,"July 24, 2023"
0.391,0.609,0.0,-0.6705,Police identify man killed in Capitol Heights shooting,"July 24, 2023"
0.375,0.625,0.0,-0.6369,"Man fatally shot in Laurel area, police say","July 24, 2023"
0.429,0.571,0.0,-0.6705,Two men killed in Columbia Heights shooting,"July 23, 2023"
0.404,0.596,0.0,-0.7269,"Montgomery County officer fatally shoots man suspected in stabbings, police say","July 23, 2023"
0.49,0.51,0.0,-0.8271,"Judge tosses abuse convictions of Md. teacher, citing bad lawyering","July 23, 2023"
0.514,0.486,0.0,-0.7506,Man charged with manslaughter in beating that followed school fight,"July 22, 2023"
0.524,0.476,0.0,-0.765,Va. teen arrested in fatal shooting of 18-year-old,"July 22, 2023"
0.569,0.431,0.0,-0.765,Maryland 18-year-old arrested in fatal D.C. shooting,"July 22, 2023"
0.36,0.64,0.0,-0.6705,"Man killed in shooting in Southeast Washington, police say","July 22, 2023"
0.474,0.526,0.0,-0.802,Woman killed in Georgetown Hospital crash helped children in Haiti,"July 21, 2023"
0.305,0.549,0.146,-0.3818,Security guard shoots teenager in gun battle at Metro station in D.C.,"July 21, 2023"
0.664,0.336,0.0,-0.872,"1 killed, 5 injured in crash in Georgetown Hospital garage","July 21, 2023"
0.532,0.468,0.0,-0.8442,Man sentenced to 80 years in Christmas Eve road rage killing,"July 20, 2023"
0.375,0.625,0.0,-0.6369,"Man fatally shot in Prince George’s, police say","July 20, 2023"
0.318,0.682,0.0,-0.6369,"Man fatally shot at coffee shop in Forestville, police say","July 20, 2023"
0.36,0.64,0.0,-0.7351,"Man charged in killing of 6-year-old girl dies in D.C. jail, officials say","July 20, 2023"
0.459,0.541,0.0,-0.7783,Police arrest man in 2021 killing of educator in Shaw,"July 19, 2023"
0.366,0.634,0.0,-0.6369,An 11-year-old’s robbery charges were dropped. Then he was arrested again.,"July 19, 2023"
0.5,0.5,0.0,-0.7906,Fatal shooting near Catholic University fuels concern about crime,"July 18, 2023"
0.346,0.654,0.0,-0.6486,Suspect in attack on Rand Paul staffer deemed ‘incompetent’ to stand trial,"July 18, 2023"
0.0,1.0,0.0,0.0,Four wounded in shooting in Southeast,"July 18, 2023"
0.0,1.0,0.0,0.0,D.C. mayor selects Pamela A. Smith as new police chief,"July 17, 2023"
0.0,1.0,0.0,0.0,"Car crashes into Prince George’s hospital, disrupts ICU","July 17, 2023"
0.368,0.632,0.0,-0.5423,Police investigating a fatal shooting in Southeast D.C.,"July 16, 2023"
