neg,neu,pos,compound,Headline,Date of Post
0.458,0.417,0.125,-0.802,Tributes pour in at funeral for teen killed in Baltimore block party shooting,"July 16, 2023"
0.328,0.672,0.0,-0.6597,Man convicted of killing UDC basketball player outside tattoo shop,"July 15, 2023"
0.431,0.569,0.0,-0.6486,Man accused of impersonating police in Maryland is arrested,"July 15, 2023"
0.259,0.741,0.0,-0.5423,A mother saw her son’s fatal shooting — at his high school graduation,"July 15, 2023"
0.0,1.0,0.0,0.0,"Two slain Friday and Saturday, D.C. police say","July 15, 2023"
0.379,0.621,0.0,-0.7269,D.C. Council passed an emergency crime bill. Here’s what it would do.,"July 14, 2023"
0.31,0.69,0.0,-0.5574,"17-year-old found shot in car has died, police say","July 14, 2023"
0.238,0.762,0.0,-0.3612,Five people leaving a funeral shot on a bridge in Bladensburg,"July 14, 2023"
0.497,0.503,0.0,-0.836,Family mourns construction worker killed in robbery at Howard University,"July 14, 2023"
0.153,0.847,0.0,-0.2023,"D.C. woman charged with DUI, injuring two pedestrians, released from jail","July 14, 2023"
0.0,1.0,0.0,0.0,"Scammers targeting older Black women who were in sororities, police say","July 14, 2023"
0.0,1.0,0.0,0.0,"Pricey perfume, TVs, clothes. Police tie 6 to D.C.-area ‘pack thefts.’","July 14, 2023"
0.141,0.859,0.0,-0.2023,Mental evaluation ordered for man charged in stabbing of Rand Paul staffer,"July 13, 2023"
0.259,0.741,0.0,-0.5423,"Driver fleeing Secret Service kills pedestrian near White House, officials say","July 13, 2023"
0.505,0.495,0.0,-0.8807,"She was abducted and killed in 1979. Decades later, police made an arrest.","July 13, 2023"
0.286,0.714,0.0,-0.5574,"Man shot in Northeast Washington has died, D.C. police say","July 13, 2023"
0.0,1.0,0.0,0.0,"Five people shot outside Silver Spring restaurant, police say","July 13, 2023"
0.31,0.69,0.0,-0.6705,"Ky. teacher killed during possible robbery at Catholic University, records say","July 12, 2023"
0.588,0.412,0.0,-0.6908,2 teenagers charged in Arlington fentanyl death,"July 12, 2023"
0.0,1.0,0.0,0.0,"Family identifies body of Gaithersburg man found in creek, police say","July 12, 2023"
0.333,0.667,0.0,-0.6705,"Man shot, killed in Oxon Hill convenience store, police say","July 12, 2023"
0.0,1.0,0.0,0.0,"Teens buying ‘ghost guns’ online, with deadly consequences","July 12, 2023"
0.405,0.595,0.0,-0.7783,Police arrest man in killing of Ky. teacher on Catholic University campus,"July 11, 2023"
0.25,0.481,0.269,0.0516,D.C. Council passes emergency public safety legislation,"July 11, 2023"
0.433,0.567,0.0,-0.7269,Jury finds D.C. police officer guilty of sexually assaulting child,"July 11, 2023"
0.583,0.417,0.0,-0.8126,Suspect charged with killing 2 marijuana delivery drivers in D.C.,"July 11, 2023"
0.203,0.64,0.157,-0.2023,D.C. mayor tries to shore up support for crime bill ahead of vote,"July 10, 2023"
0.355,0.645,0.0,-0.6705,"Teen arrested after bringing loaded gun to Md. high school, police say","July 10, 2023"
0.493,0.278,0.229,-0.5859,Man is fatally stabbed in Seat Pleasant,"July 10, 2023"
0.0,1.0,0.0,0.0,Man dies of injuries in Prince George’s shooting,"July 10, 2023"
0.344,0.656,0.0,-0.6369,"Man is fatally shot in Northeast D.C., police say","July 9, 2023"
0.375,0.625,0.0,-0.6369,"Man is fatally shot in District, police say","July 9, 2023"
0.257,0.743,0.0,-0.6705,He served the Army in Afghanistan. He was killed driving for Lyft in D.C.,"July 8, 2023"
0.318,0.682,0.0,-0.6369,"Man fatally shot in downtown Silver Spring garage, police say","July 8, 2023"
0.241,0.588,0.171,-0.3182,"Fairfax man shot and killed by friend who called to confess, police say","July 8, 2023"
0.0,1.0,0.0,0.0,One of Maryland’s oldest trees will be turned into a sculpture,"July 7, 2023"
0.432,0.568,0.0,-0.8225,"Teen arrested in Baltimore shooting that killed 2, wounded 28, police say","July 7, 2023"
0.497,0.503,0.0,-0.836,10 killings in 5 days in D.C. leave an international trail of grief,"July 6, 2023"
0.0,1.0,0.0,0.0,Two French bulldogs taken at gunpoint in D.C. returned to family,"July 6, 2023"
0.394,0.606,0.0,-0.7579,Maryland mom facing fatal child neglect trial to be released from jail,"July 6, 2023"
0.379,0.621,0.0,-0.7717,Judge orders D.C. man to remain jailed until trial in fatal Metro shooting,"July 6, 2023"
0.36,0.64,0.0,-0.6705,"Man shot, killed in a Silver Spring home, police say","July 6, 2023"
0.0,1.0,0.0,0.0,"A deadly July Fourth in D.C., three years after city leaders vowed change","July 5, 2023"
0.254,0.507,0.239,-0.0516,Pr. George’s police investigate fatal shooting in Seat Pleasant,"July 5, 2023"
0.0,1.0,0.0,0.0,"Man was slain in Prince George’s County, police say","July 5, 2023"
0.378,0.472,0.15,-0.4404,"Discarded fireworks spark house fire in Rockville, authorities say","July 5, 2023"
0.548,0.452,0.0,-0.8658,"2 dead, 1 injured in tractor-trailer crash on I-95 in Stafford, police say","July 5, 2023"
0.333,0.667,0.0,-0.6705,"Five men killed in separate shootings in D.C., police say","July 5, 2023"
0.0,0.73,0.27,0.5719,"Nine wounded in shooting while celebrating July Fourth, D.C. police say","July 5, 2023"
0.314,0.686,0.0,-0.4939,Two French bulldogs stolen at gunpoint in D.C.,"July 4, 2023"
0.192,0.808,0.0,-0.2263,Secret Service investigating suspected cocaine found in White House,"July 4, 2023"
0.435,0.565,0.0,-0.6597,Man accused of running over stranger with stolen forklift,"July 4, 2023"
0.0,1.0,0.0,0.0,Man is slain on Capitol Hill,"July 4, 2023"
0.187,0.813,0.0,-0.3182,"At least 3 firearms in Baltimore shooting with 30 victims, police say","July 3, 2023"
0.391,0.609,0.0,-0.6705,Longtime Metro bus driver killed in carjacking rampage,"July 3, 2023"
0.186,0.641,0.173,-0.0516,What we know about the Baltimore shooting at a Brooklyn Day block party,"July 3, 2023"
0.333,0.667,0.0,-0.6705,"Man, two dogs killed in D.C.-area carjacking rampage, police say","July 3, 2023"
0.162,0.662,0.176,0.0516,Security photos show suspect and car being sought in D.C. firebombings,"July 3, 2023"
0.0,1.0,0.0,0.0,"Truist, Nike, Safeway targeted in small explosions in Northeast D.C.","July 2, 2023"
0.0,1.0,0.0,0.0,"A casino, cash, guns and drugs. U.S. cracks down on Kennedy Street Crew.","July 1, 2023"
0.0,1.0,0.0,0.0,"Man is slain in Petworth, D.C., police say","July 1, 2023"
0.412,0.588,0.0,-0.743,"Woman stabbed, hurt Friday at Potomac Avenue Metro Station in D.C.","June 30, 2023"
0.237,0.763,0.0,-0.4767,Man arrested with guns near Obama’s house had been acting erratically,"June 30, 2023"
0.26,0.565,0.175,-0.128,Proud Boys to pay church $1 million for destroyed ‘Black Lives Matter’ sign,"June 30, 2023"
0.252,0.748,0.0,-0.4019,Verizon customers in Maryland had trouble making 911 calls,"June 30, 2023"
0.333,0.667,0.0,-0.6705,"Man, 36, killed Thursday evening in Southeast D.C., police say","June 30, 2023"
0.225,0.775,0.0,-0.4404,Several arrests made in separate homicide cases in Prince George’s County,"June 30, 2023"
0.259,0.741,0.0,-0.5423,"Pr. George’s police aim to tackle summer crime, work with community","June 29, 2023"
0.49,0.51,0.0,-0.8625,Man sued for role in Jan. 6 riot arrested with weapons near Obama’s house,"June 29, 2023"
0.433,0.567,0.0,-0.8555,"In violent D.C. night, 2 are killed and 5-year-old girl is shot and wounded","June 29, 2023"
0.57,0.43,0.0,-0.6486,Fire damages Ristorante Piccolo in Georgetown,"June 29, 2023"
0.211,0.789,0.0,-0.1531,3-year-old dies after falling from Alexandria high-rise,"June 29, 2023"
0.0,0.789,0.211,0.34,"Pride and Ukrainian flags burned in ‘hate crimes,’ police say","June 28, 2023"
0.344,0.656,0.0,-0.6369,"Two fatally shot in Camp Springs area, police say","June 28, 2023"
0.257,0.743,0.0,-0.6705,"4 youths killed in D.C. in 10 days; city ‘is not safe,’ school official says","June 28, 2023"
0.216,0.784,0.0,-0.296,Firefighter dies when burning house collapses in Southern Maryland,"June 28, 2023"
0.0,1.0,0.0,0.0,"Man found slain in Accokeek area, Prince George’s police say","June 28, 2023"
0.278,0.635,0.087,-0.5267,Bowser proposal to toughen D.C.’s approach to crime draws resistance,"June 27, 2023"
0.0,1.0,0.0,0.0,"Police, prosecutors target Kennedy Street Crew in Northwest D.C.","June 27, 2023"
0.248,0.752,0.0,-0.5106,Former Maryland police chief gets life prison terms for arson spree,"June 27, 2023"
0.231,0.769,0.0,-0.34,Two-alarm fire burns building on H Street in Northeast Washington,"June 27, 2023"
0.255,0.745,0.0,-0.34,Man dies in apartment fire in Southeast Washington,"June 27, 2023"
0.457,0.543,0.0,-0.6369,Man fatally shot in Southeast D.C.,"June 26, 2023"
0.328,0.672,0.0,-0.5267,District man sentenced to 16 years in prison for fentanyl distribution,"June 24, 2023"
0.457,0.543,0.0,-0.6369,Man fatally shot in Montgomery County,"June 23, 2023"
0.301,0.699,0.0,-0.6486,"D.C. man convicted of murdering Unique Harris, who vanished without a trace","June 23, 2023"
0.0,1.0,0.0,0.0,"Fairfax police swap shotgun rounds for beanbags, part of national shift","June 23, 2023"
0.373,0.435,0.193,-0.4404,"D.C. police offer $1,000 rewards for illegal gun possession tips","June 23, 2023"
0.457,0.543,0.0,-0.7096,"18-year-old accused of stealing car, hitting Prince William officer","June 23, 2023"
0.474,0.526,0.0,-0.6705,Three killed in separate Maryland shootings,"June 22, 2023"
0.328,0.672,0.0,-0.5267,Man sentenced to life in prison in slayings of Va. couple,"June 20, 2023"
0.423,0.577,0.0,-0.765,"Two men arrested in fatal shooting in Prince George’s, police say","June 20, 2023"
0.343,0.657,0.0,-0.6908,"Shootings in D.C. kill two teen cousins, critically injure 6-year-old","June 19, 2023"
0.438,0.562,0.0,-0.7906,Arlington man arrested in stabbing death of woman he lived with,"June 19, 2023"
0.247,0.753,0.0,-0.3182,"Teen slain, child critical after two D.C. shootings","June 18, 2023"
0.256,0.744,0.0,-0.4767,"Four D.C. teens arrested in string of carjackings, armed robberies","June 18, 2023"
0.375,0.625,0.0,-0.6369,"Teenager fatally shot overnight in D.C., police say","June 17, 2023"
0.371,0.629,0.0,-0.6486,"Teens charged in fatal carjacking of high school student, police say","June 17, 2023"
0.187,0.813,0.0,-0.3182,Big cities seek police chiefs in a critical time for law enforcement,"June 17, 2023"
0.43,0.57,0.0,-0.7783,"ICE impersonator threatened to deport woman before sex assault, police say","June 16, 2023"
0.412,0.588,0.0,-0.743,Retired D.C. lieutenant pleads guilty in fatal shooting of library officer,"June 16, 2023"
0.512,0.488,0.0,-0.8555,"Pregnant woman killed, baby survives in violent Thursday in D.C.","June 15, 2023"
0.296,0.704,0.0,-0.6369,"Silver Spring student fatally shot in Langley Park area, officials say","June 15, 2023"
0.0,1.0,0.0,0.0,Pr. George’s police investigating homicide in Bladensburg,"June 15, 2023"
0.4,0.467,0.133,-0.6124,Pr. George’s police officer acquitted in alleged traffic stop assault,"June 15, 2023"
0.391,0.609,0.0,-0.6705,Suitland man killed Tuesday in Prince George’s County,"June 14, 2023"
0.383,0.617,0.0,-0.7351,Virginia man charged in killing of woman he was in a relationship with,"June 13, 2023"
0.419,0.581,0.0,-0.7579,"Woman missing from D.C. is found dead in Maryland, police say","June 13, 2023"
0.286,0.714,0.0,-0.6597,Six convicted in trial over 2018 killing of 10-year-old girl in D.C.,"June 13, 2023"
0.184,0.816,0.0,-0.2023,Two D.C. firefighters charged over brawl caught on video,"June 13, 2023"
0.467,0.533,0.0,-0.7906,"One dead, one injured in Prince George’s County apartment shooting","June 12, 2023"
0.237,0.526,0.237,0.0,Parking dispute preceded shooting during Annapolis graduation party,"June 12, 2023"
0.437,0.563,0.0,-0.7351,Suitland father charged in son’s killing in Prince George’s County,"June 12, 2023"
0.667,0.333,0.0,-0.9325,"Suspect in Va. shooting, abductions found dead by suicide, police say","June 12, 2023"
0.448,0.552,0.0,-0.743,Mother of 6-year-old who shot Va. teacher pleads guilty to gun charges,"June 12, 2023"
0.583,0.417,0.0,-0.7906,"Three dead, three injured in Annapolis shooting","June 11, 2023"
0.333,0.667,0.0,-0.5423,Police report fatal stabbing in Prince George County,"June 10, 2023"
0.0,1.0,0.0,0.0,"Man slain in Montgomery, police say","June 9, 2023"
0.463,0.537,0.0,-0.7845,Md. funeral service owner ordered held in killing of pallbearer,"June 9, 2023"
0.209,0.791,0.0,-0.4404,"Man who crashed U-Haul near White House planned other attacks, prosecutor says","June 9, 2023"
0.57,0.352,0.077,-0.7906,Police arrest suspect in fatal shooting aboard Metro train,"June 9, 2023"
0.161,0.839,0.0,-0.3182,Inside the race to capture a 200-lb. black bear on the loose in D.C.,"June 9, 2023"
0.535,0.465,0.0,-0.8481,"Bystander struck and killed after dispute, gunfire in Shaw, police say","June 8, 2023"
0.412,0.588,0.0,-0.6808,Montgomery County deputy won’t face Maryland charges in fatal shooting,"June 7, 2023"
0.451,0.549,0.0,-0.802,He fought hard to get to graduation. He was killed after the ceremony.,"June 7, 2023"
0.0,1.0,0.0,0.0,Report of person with a ‘long gun’ causes a lockdown at Bowie High School,"June 7, 2023"
0.0,0.909,0.091,0.0516,D.C. reaches 100 homicides at the earliest time in the year since 2003,"June 7, 2023"
0.217,0.783,0.0,-0.3612,Police: Funeral company owner shot pallbearer at burial of 10-year-old,"June 7, 2023"
0.344,0.656,0.0,-0.6369,"Man is fatally shot in Southeast D.C., police say","June 7, 2023"
0.463,0.537,0.0,-0.7845,"2 fatally shot, several injured after high school graduation in Richmond","June 6, 2023"
0.562,0.438,0.0,-0.8402,Two drivers charged in crash that killed six construction workers,"June 6, 2023"
0.438,0.562,0.0,-0.7783,Prosecutors say no charges in fatal shooting by FBI agent at Metro Center,"June 6, 2023"
0.375,0.625,0.0,-0.6369,Man fatally shot in Brentwood in Northeast Washington,"June 6, 2023"
0.304,0.696,0.0,-0.5423,Police investigate fatal shooting at Prince George’s County cemetery,"June 6, 2023"
0.255,0.745,0.0,-0.34,Fire department adviser ignited change behind the scenes,"June 6, 2023"
0.0,1.0,0.0,0.0,D.C.-area carjackings have soared. Here’s where they’re happening.,"June 6, 2023"
0.0,0.809,0.191,0.3818,He kissed his family goodbye. Their private plane never made it home.,"June 5, 2023"
0.216,0.784,0.0,-0.296,"Woman accused of dismembering, grilling remains of 71-year-old mother","June 5, 2023"
0.0,1.0,0.0,0.0,33-year-old dies in custody at Alexandria jail,"June 5, 2023"
0.457,0.543,0.0,-0.6369,Man fatally shot in Southeast D.C.,"June 5, 2023"
0.247,0.753,0.0,-0.5574,AG seeks deal with D.C. police lodge over allegedly illegal whiskey sales,"June 4, 2023"
0.412,0.588,0.0,-0.6369,"Man fatally shot in Southeast, police say","June 3, 2023"
0.328,0.672,0.0,-0.6597,Prosecutors allege woman’s killing at Ivy City Hotel was random,"June 2, 2023"
0.239,0.761,0.0,-0.296,Prince William police identify suspect in triple homicide,"June 2, 2023"
0.0,0.789,0.211,0.4939,"16 years later, driver who plowed car into crowded D.C. festival speaks out","June 2, 2023"
0.0,0.776,0.224,0.3818,"D.C. firefighters sue city, alleging officials reneged on pension promises","June 1, 2023"
0.349,0.651,0.0,-0.7096,Man pleads guilty in attack on Rep. Angie Craig in D.C. apartment building,"June 1, 2023"
0.099,0.901,0.0,-0.0258,Prince George’s officer sentenced to 45 days for grabbing teen’s neck,"May 31, 2023"
0.0,1.0,0.0,0.0,D.C. police investigating two homicides in Southeast Washington,"May 31, 2023"
0.256,0.744,0.0,-0.4767,Two arrested in connection with double homicide in Fairfax County,"May 31, 2023"
0.512,0.488,0.0,-0.8126,11-year-old charged in robberies as D.C. struggles to quell youth violence,"May 31, 2023"
0.279,0.721,0.0,-0.4767,"15-year-old arrested in school bus shooting attempt, police say","May 31, 2023"
0.279,0.721,0.0,-0.4767,"Mother of Ashli Babbitt arrested in D.C., police say","May 30, 2023"
0.661,0.339,0.0,-0.9136,"After teen’s killing, activists fear Metro violence becoming ‘normal’","May 30, 2023"
0.0,1.0,0.0,0.0,"Employee shot in Tony’s Place restaurant on H Street NE, police say","May 30, 2023"
0.0,1.0,0.0,0.0,Woman dies after stabbing near Nationals Park,"May 29, 2023"
0.231,0.769,0.0,-0.2732,Maryland teen identified as victim in Metro shooting,"May 29, 2023"
0.0,1.0,0.0,0.0,"Man, woman, teenager shot in Prince George’s house, police say","May 29, 2023"
0.431,0.569,0.0,-0.6486,Maryland man charged in fatal stabbing in District Heights,"May 29, 2023"
0.0,0.761,0.239,0.296,Boil-water alert issued for parts of Northeast Washington,"May 29, 2023"
0.281,0.719,0.0,-0.5994,Man shot to death on Metro train pulling into Waterfront station,"May 28, 2023"
0.54,0.46,0.0,-0.8555,Death of Md. prison inmate ruled homicide; cellmate identified as suspect,"May 28, 2023"
0.281,0.719,0.0,-0.5994,Police investigating death of woman found under porch at Hager House,"May 28, 2023"
0.0,1.0,0.0,0.0,Departing D.C. police chief says he pushed city to ‘think differently’,"May 28, 2023"
0.375,0.625,0.0,-0.6369,"Man fatally shot in Southeast Washington, police say","May 27, 2023"
0.542,0.458,0.0,-0.7964,"Man fatally stabbed in Prince George’s, police say","May 26, 2023"
0.296,0.704,0.0,-0.6369,"Four shot, two fatally, at Prince William County home, police say","May 26, 2023"
0.529,0.471,0.0,-0.8402,Man accused of stealing police rifle arrested at Pentagon City mall,"May 26, 2023"
0.38,0.468,0.152,-0.5994,D.C. official who led agencies focused on reducing gun violence dies,"May 26, 2023"
0.412,0.588,0.0,-0.6369,"Man, 19, fatally shot in Southwest Washington","May 26, 2023"
0.18,0.82,0.0,-0.296,16-year-old accused of shooting fleeing teen in head at Wheaton Metro,"May 25, 2023"
0.306,0.694,0.0,-0.6597,15-year-old wanted in attempted killing of 14-year-old on Md. school bus,"May 25, 2023"
0.262,0.738,0.0,-0.4939,Body-cam footage shows Fairfax officers shooting man in chaotic encounter,"May 25, 2023"
0.13,0.87,0.0,-0.2023,4 charged with concealing body of woman found shot in car at Va. hospital,"May 25, 2023"
0.155,0.845,0.0,-0.296,"No bail for man found with AK-47 in car at McLean, Va., preschool","May 25, 2023"
0.444,0.556,0.0,-0.7906,Court official: DMV knew of DUIs of woman charged in fatal D.C. crash,"May 24, 2023"
0.205,0.795,0.0,-0.4767,"Man arrested at McLean, Va., preschool had AK-47 in his car, police say","May 24, 2023"
0.49,0.51,0.0,-0.8271,"Toddler was ‘tortured’ in fatal abuse case, Maryland prosecutors say","May 24, 2023"
0.56,0.44,0.0,-0.8807,D.C. officer guilty of chokeholds in latest U.S. police abuse prosecution,"May 23, 2023"
0.396,0.604,0.0,-0.802,"Driver in D.C. crash that killed 3 had blood alcohol above limit, police say","May 23, 2023"
0.455,0.374,0.171,-0.6486,Woman charged in assaults at Maryland day care will remain jailed,"May 23, 2023"
0.699,0.301,0.0,-0.8519,Md. man arrested in fatal Arlington crash,"May 23, 2023"
0.375,0.625,0.0,-0.6369,Woman fatally shot in apartment in Prince George’s,"May 23, 2023"
0.231,0.769,0.0,-0.4019,"Truck, driver scrutinized after crash near White House, official says","May 23, 2023"
0.474,0.526,0.0,-0.8402,Woman charged in Rock Creek Parkway crash that killed 3 had history of DUIs,"May 22, 2023"
0.0,1.0,0.0,0.0,Student shot outside KIPP D.C. College Prep; school to reopen Wednesday,"May 22, 2023"
0.429,0.571,0.0,-0.6705,Man shot and killed in Congress Heights,"May 21, 2023"
0.0,0.763,0.237,0.4767,Family and friends gather to remember 10-year-old shot on Mother’s Day,"May 20, 2023"
0.307,0.693,0.0,-0.4767,Dumfries teenager arrested in slaying of Woodbridge man,"May 20, 2023"
0.252,0.748,0.0,-0.4019,Man dies in crash on I-270 after police chase,"May 20, 2023"
0.325,0.675,0.0,-0.6486,Police called 25 times to address of suspect in attack on Connolly staffers,"May 19, 2023"
0.314,0.686,0.0,-0.6705,Man with AR-15-style rifle by bus stop says he wasn’t out to terrify kids,"May 19, 2023"
0.477,0.523,0.0,-0.802,Md. man who fatally stabbed 3 girls he was babysitting sentenced to life,"May 19, 2023"
0.0,1.0,0.0,0.0,Bowser names Ashan Benedict interim D.C. police chief,"May 19, 2023"
0.305,0.517,0.178,-0.296,"D.C. police officer arrested, accused of leaking info to Proud Boys leader","May 19, 2023"
0.459,0.541,0.0,-0.7783,"Multiple victims wounded, two killed, in shootings in Maryland, D.C.","May 19, 2023"
0.685,0.228,0.087,-0.9337,"Killings of children spark outrage, frustration over violence in D.C.","May 18, 2023"
0.444,0.556,0.0,-0.802,Driver killed in crash with deer on Dulles Airport Access Highway,"May 18, 2023"
0.296,0.704,0.0,-0.4939,"Teen charged after bringing loaded gun to Md. high school, police say","May 18, 2023"
0.367,0.633,0.0,-0.7003,Fatal stabbing victims in Va. home identified as parents and adult son,"May 18, 2023"
0.265,0.735,0.0,-0.5574,"Man has died in domestic-related shooting in Pr. George’s, police say","May 18, 2023"
0.102,0.727,0.172,0.2415,"Officer hid more than $1.3M, committed crimes ‘out of greed,’ U.S. says","May 18, 2023"
0.318,0.682,0.0,-0.6369,17-year-old student fatally shot outside Roosevelt High School in D.C.,"May 17, 2023"
0.265,0.735,0.0,-0.5574,"10-year-old shot in D.C. on Mother’s Day has died, police say","May 17, 2023"
0.329,0.671,0.0,-0.6597,Mother whose son died in D.C. police chase is charged in courtroom outburst,"May 17, 2023"
0.36,0.64,0.0,-0.6705,Man killed in afternoon double shooting in Pr. George’s,"May 17, 2023"
0.22,0.78,0.0,-0.4767,Two teens arrested in attempted shooting on school bus in Pr. George’s,"May 17, 2023"
0.415,0.585,0.0,-0.8316,‘I’m going to kill you’: U.S. files charge in attack on Connolly staffers,"May 17, 2023"
0.217,0.62,0.163,-0.1779,Capitol Police seeks increased presence outside D.C. to handle threats,"May 17, 2023"
0.489,0.511,0.0,-0.8625,Three killed in shootings in D.C. in latest spate of violence,"May 16, 2023"
0.198,0.613,0.189,-0.032,"Congress votes to block D.C.’s policing bill, despite Biden veto threat","May 16, 2023"
0.385,0.615,0.0,-0.6124,"U.S. charges Russian in global ransomware attacks, including on D.C.","May 16, 2023"
0.231,0.769,0.0,-0.4588,"Man who attacked Connolly staff chased woman minutes before, police say","May 16, 2023"
0.504,0.496,0.0,-0.7964,"Three people fatally stabbed in Va. home, police say","May 16, 2023"
0.424,0.576,0.0,-0.7096,Bowser unveils legislative proposal to stiffen penalties for gun crime,"May 15, 2023"
0.485,0.515,0.0,-0.765,Former D.C. police union official pleads guilty to fraud,"May 15, 2023"
0.121,0.879,0.0,-0.0258,17-year-old sentenced for shooting of Commanders RB Brian Robinson,"May 15, 2023"
0.254,0.746,0.0,-0.5267,Gerry Connolly staffers assaulted by man with bat at Va. office,"May 15, 2023"
0.52,0.48,0.0,-0.7579,Man charged with murder in Pr. George’s shooting,"May 15, 2023"
0.226,0.774,0.0,-0.5423,"2 girls hit by stray bullets in D.C., as crime rises in the city","May 15, 2023"
0.536,0.464,0.0,-0.886,Md. teen fatally shot was driver in fatal crash two months ago,"May 14, 2023"
0.187,0.625,0.187,0.0,"Police rescue woman who says she was abducted, kept naked in U-Haul truck","May 13, 2023"
0.318,0.682,0.0,-0.6369,17-year-old student fatally shot outside Roosevelt High School in D.C.,"May 17, 2023"
0.265,0.735,0.0,-0.5574,"10-year-old shot in D.C. on Mother’s Day has died, police say","May 17, 2023"
0.329,0.671,0.0,-0.6597,Mother whose son died in D.C. police chase is charged in courtroom outburst,"May 17, 2023"
0.36,0.64,0.0,-0.6705,Man killed in afternoon double shooting in Pr. George’s,"May 17, 2023"
0.22,0.78,0.0,-0.4767,Two teens arrested in attempted shooting on school bus in Pr. George’s,"May 17, 2023"
0.415,0.585,0.0,-0.8316,‘I’m going to kill you’: U.S. files charge in attack on Connolly staffers,"May 17, 2023"
0.217,0.62,0.163,-0.1779,Capitol Police seeks increased presence outside D.C. to handle threats,"May 17, 2023"
0.489,0.511,0.0,-0.8625,Three killed in shootings in D.C. in latest spate of violence,"May 16, 2023"
0.198,0.613,0.189,-0.032,"Congress votes to block D.C.’s policing bill, despite Biden veto threat","May 16, 2023"
0.385,0.615,0.0,-0.6124,"U.S. charges Russian in global ransomware attacks, including on D.C.","May 16, 2023"
0.231,0.769,0.0,-0.4588,"Man who attacked Connolly staff chased woman minutes before, police say","May 16, 2023"
0.504,0.496,0.0,-0.7964,"Three people fatally stabbed in Va. home, police say","May 16, 2023"
0.424,0.576,0.0,-0.7096,Bowser unveils legislative proposal to stiffen penalties for gun crime,"May 15, 2023"
0.485,0.515,0.0,-0.765,Former D.C. police union official pleads guilty to fraud,"May 15, 2023"
0.121,0.879,0.0,-0.0258,17-year-old sentenced for shooting of Commanders RB Brian Robinson,"May 15, 2023"
0.254,0.746,0.0,-0.5267,Gerry Connolly staffers assaulted by man with bat at Va. office,"May 15, 2023"
0.52,0.48,0.0,-0.7579,Man charged with murder in Pr. George’s shooting,"May 15, 2023"
0.226,0.774,0.0,-0.5423,"2 girls hit by stray bullets in D.C., as crime rises in the city","May 15, 2023"
0.536,0.464,0.0,-0.886,Md. teen fatally shot was driver in fatal crash two months ago,"May 14, 2023"
0.187,0.625,0.187,0.0,"Police rescue woman who says she was abducted, kept naked in U-Haul truck","May 13, 2023"
0.333,0.667,0.0,-0.5423,Police investigating fatal shooting in Prince George’s County,"May 13, 2023"
0.333,0.667,0.0,-0.6705,"Three killed in three days in D.C. shootings, police say","May 13, 2023"
0.363,0.637,0.0,-0.6908,"Damascus High ‘brooming’ sex assault lawsuit can go to trial, judge rules","May 13, 2023"
0.548,0.452,0.0,-0.8176,"Student expelled, charged after alleged rape, Falls Church police say","May 13, 2023"
0.344,0.656,0.0,-0.6369,Authorities identify man fatally shot by Fairfax County police,"May 12, 2023"
0.375,0.625,0.0,-0.6369,"Teenager fatally shot in Prince George’s, police say","May 12, 2023"
0.438,0.562,0.0,-0.7906,"Girl dead, father critically injured in shooting in District Heights home","May 12, 2023"
0.573,0.427,0.0,-0.8555,"Fairfax County police shoot, kill man during parking lot struggle","May 11, 2023"
0.429,0.571,0.0,-0.6705,"Man, 24, killed Wednesday in Northwest D.C.","May 11, 2023"
0.0,1.0,0.0,0.0,"Stanton Samenow, psychologist who studied ‘criminal personality,’ dies at 81","May 11, 2023"
0.179,0.641,0.179,0.0,Bowser to propose law making it easier to detain people before trial,"May 10, 2023"
0.0,1.0,0.0,0.0,Mother of 6-year-old who shot Va. teacher says her son has ADHD,"May 10, 2023"
0.231,0.769,0.0,-0.4019,Shooting outside D.C. postal facility is tied to domestic dispute,"May 9, 2023"
0.154,0.846,0.0,-0.25,"Woman dies after being struck by firetruck in Northern Virginia, police say","May 9, 2023"
0.344,0.656,0.0,-0.6369,Off-duty D.C. firefighter fatally shot during altercation in Maryland,"May 9, 2023"
0.252,0.748,0.0,-0.4019,Postal Service employee detained after shooting outside D.C. facility,"May 8, 2023"
0.31,0.69,0.0,-0.5574,Shot fired at Maryland mall; one person in custody,"May 7, 2023"
0.333,0.667,0.0,-0.6705,"D.C. man shot and killed in Fairfax County, police say","May 7, 2023"
0.0,1.0,0.0,0.0,"Two juveniles shot and ‘dropped off’ in Northeast D.C., police say","May 7, 2023"
0.603,0.397,0.0,-0.765,"Maryland state trooper charged with assault, sex offense","May 6, 2023"
0.333,0.667,0.0,-0.5423,Police investigating fatal shooting in Prince George’s County,"May 13, 2023"
0.333,0.667,0.0,-0.6705,"Three killed in three days in D.C. shootings, police say","May 13, 2023"
0.363,0.637,0.0,-0.6908,"Damascus High ‘brooming’ sex assault lawsuit can go to trial, judge rules","May 13, 2023"
0.548,0.452,0.0,-0.8176,"Student expelled, charged after alleged rape, Falls Church police say","May 13, 2023"
0.344,0.656,0.0,-0.6369,Authorities identify man fatally shot by Fairfax County police,"May 12, 2023"
0.375,0.625,0.0,-0.6369,"Teenager fatally shot in Prince George’s, police say","May 12, 2023"
0.438,0.562,0.0,-0.7906,"Girl dead, father critically injured in shooting in District Heights home","May 12, 2023"
